Price $,Card Name,Rarity,Set
0.05,Fertilid,C,ikoria-lair-of-behemoths
8.76,Fiend Artisan,M,ikoria-lair-of-behemoths
11.98,Fiend Artisan (Extended Art),M,ikoria-lair-of-behemoths
0.23,Fight as One,U,ikoria-lair-of-behemoths
0.13,Fire Prophecy,C,ikoria-lair-of-behemoths
0.07,Flame Spill,U,ikoria-lair-of-behemoths
0.25,Flourishing Fox,U,ikoria-lair-of-behemoths
0.01,Flycatcher Giraffid,C,ikoria-lair-of-behemoths
0.29,Footfall Crater,U,ikoria-lair-of-behemoths
0.05,Forbidden Friendship,C,ikoria-lair-of-behemoths
0.22,Forest,L,ikoria-lair-of-behemoths
0.07,Forest (273),L,ikoria-lair-of-behemoths
0.09,Forest (274),L,ikoria-lair-of-behemoths
0.03,Frenzied Raptor,C,ikoria-lair-of-behemoths
0.04,Frillscare Mentor,U,ikoria-lair-of-behemoths
0.18,Frondland Felidar,R,ikoria-lair-of-behemoths
0.37,Frondland Felidar (Extended Art),R,ikoria-lair-of-behemoths
0.02,Frost Lynx,C,ikoria-lair-of-behemoths
0.03,Frostveil Ambush,C,ikoria-lair-of-behemoths
0.02,Fully Grown,C,ikoria-lair-of-behemoths
0.04,Garrison Cat,C,ikoria-lair-of-behemoths
1.67,Gemrazer,R,ikoria-lair-of-behemoths
2.04,Gemrazer (Showcase),R,ikoria-lair-of-behemoths
3.66,General Kudro of Drannith,M,ikoria-lair-of-behemoths
6.2,General Kudro of Drannith (Extended Art),M,ikoria-lair-of-behemoths
0.09,General's Enforcer,U,ikoria-lair-of-behemoths
1.64,Genesis Ultimatum,R,ikoria-lair-of-behemoths
5.19,Genesis Ultimatum (Extended Art),R,ikoria-lair-of-behemoths
35.07,"Ghidorah, King of the Cosmos - Illuna, Apex of Wishes",M,ikoria-lair-of-behemoths
4.8,"Gigan, Cyberclaw Terror - Gyruda, Doom of Depths",R,ikoria-lair-of-behemoths
0.02,Glimmerbell,C,ikoria-lair-of-behemoths
0.02,Gloom Pangolin,C,ikoria-lair-of-behemoths
0.03,Glowstone Recluse,U,ikoria-lair-of-behemoths
0.24,Glowstone Recluse (Showcase),U,ikoria-lair-of-behemoths
0.1,Go for Blood,C,ikoria-lair-of-behemoths
7.5,"Godzilla, Doom Inevitable - Yidaro, Wandering Monster",R,ikoria-lair-of-behemoths
2.67,"Godzilla, Primeval Champion - Titanoth Rex",U,ikoria-lair-of-behemoths
0.01,Greater Sandwurm,C,ikoria-lair-of-behemoths
0.2,Grimdancer,U,ikoria-lair-of-behemoths
0.01,Gust of Wind,C,ikoria-lair-of-behemoths
0.41,"Gyruda, Doom of Depths",R,ikoria-lair-of-behemoths
1.5,"Gyruda, Doom of Depths (Extended Art)",R,ikoria-lair-of-behemoths
0.02,Hampering Snare,C,ikoria-lair-of-behemoths
1.56,Heartless Act,U,ikoria-lair-of-behemoths
0.02,Heightened Reflexes,C,ikoria-lair-of-behemoths
0.04,Helica Glider,C,ikoria-lair-of-behemoths
0.02,Honey Mammoth,C,ikoria-lair-of-behemoths
0.05,Hornbash Mentor,U,ikoria-lair-of-behemoths
0.05,Human Soldier Token (003),T,ikoria-lair-of-behemoths
0.05,Human Soldier Token (004),T,ikoria-lair-of-behemoths
0.05,Human Soldier Token (005),T,ikoria-lair-of-behemoths
0.01,Humble Naturalist,C,ikoria-lair-of-behemoths
0.14,Hunted Nightmare,R,ikoria-lair-of-behemoths
0.34,Hunted Nightmare (Extended Art),R,ikoria-lair-of-behemoths
0.05,Huntmaster Liger,U,ikoria-lair-of-behemoths
0.15,Huntmaster Liger (Showcase),U,ikoria-lair-of-behemoths
1.27,"Illuna, Apex of Wishes",M,ikoria-lair-of-behemoths
1.56,"Illuna, Apex of Wishes (Showcase)",M,ikoria-lair-of-behemoths
0.02,Imposing Vantasaur,C,ikoria-lair-of-behemoths
0.11,Indatha Crystal,U,ikoria-lair-of-behemoths
5.48,Indatha Triome,R,ikoria-lair-of-behemoths
6.38,Indatha Triome (Showcase),R,ikoria-lair-of-behemoths
0.04,Insatiable Hemophage,U,ikoria-lair-of-behemoths
0.25,Insatiable Hemophage (Showcase),U,ikoria-lair-of-behemoths
0.22,Inspired Ultimatum,R,ikoria-lair-of-behemoths
0.93,Inspired Ultimatum (Extended Art),R,ikoria-lair-of-behemoths
0.27,Island,L,ikoria-lair-of-behemoths
0.09,Island (264),L,ikoria-lair-of-behemoths
0.07,Island (265),L,ikoria-lair-of-behemoths
0.03,Ivy Elemental,U,ikoria-lair-of-behemoths
0.69,"Jegantha, the Wellspring",R,ikoria-lair-of-behemoths
2.62,"Jegantha, the Wellspring (Extended Art)",R,ikoria-lair-of-behemoths
0.1,Jubilant Skybonder,U,ikoria-lair-of-behemoths
0.1,Jungle Hollow,L,ikoria-lair-of-behemoths
0.65,"Kaheera, the Orphanguard",R,ikoria-lair-of-behemoths
1.82,"Kaheera, the Orphanguard (Extended Art)",R,ikoria-lair-of-behemoths
0.03,Keensight Mentor,U,ikoria-lair-of-behemoths
0.1,Keep Safe,C,ikoria-lair-of-behemoths
0.24,"Keruga, the Macrosage",R,ikoria-lair-of-behemoths
0.67,"Keruga, the Macrosage (Extended Art)",R,ikoria-lair-of-behemoths
0.11,Ketria Crystal,U,ikoria-lair-of-behemoths
8.22,Ketria Triome,R,ikoria-lair-of-behemoths
10.23,Ketria Triome (Showcase),R,ikoria-lair-of-behemoths
0.26,"King Caesar, Ancient Guardian - Huntmaster Liger",U,ikoria-lair-of-behemoths
8.82,"King Caesar, Awoken Titan - Snapdax, Apex of the Hunt",M,ikoria-lair-of-behemoths
5.19,"Kinnan, Bonder Prodigy",M,ikoria-lair-of-behemoths
11.78,"Kinnan, Bonder Prodigy (Extended Art)",M,ikoria-lair-of-behemoths
0.94,"Kogla, the Titan Ape",R,ikoria-lair-of-behemoths
2.37,"Kogla, the Titan Ape (Extended Art)",R,ikoria-lair-of-behemoths
0.45,Kraken // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
0.52,Kraken // Human Soldier (004) Double-sided Token,T,ikoria-lair-of-behemoths
0.39,Kraken // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
0.37,Kraken Token,T,ikoria-lair-of-behemoths
0.23,Labyrinth Raptor,R,ikoria-lair-of-behemoths
0.34,Labyrinth Raptor (Extended Art),R,ikoria-lair-of-behemoths
0.01,Lava Serpent,C,ikoria-lair-of-behemoths
0.16,Lavabrink Venturer,R,ikoria-lair-of-behemoths
0.22,Lavabrink Venturer (Extended Art),R,ikoria-lair-of-behemoths
0.1,Lead the Stampede,U,ikoria-lair-of-behemoths
0.13,Light of Hope,C,ikoria-lair-of-behemoths
0.11,Lore Drakkis,U,ikoria-lair-of-behemoths
0.26,Lore Drakkis (Showcase),U,ikoria-lair-of-behemoths
2.52,"Lukka, Coppercoat Outcast",M,ikoria-lair-of-behemoths
2.7,"Lukka, Coppercoat Outcast (Borderless)",M,ikoria-lair-of-behemoths
9.33,Luminous Broodmoth,M,ikoria-lair-of-behemoths
13.32,Luminous Broodmoth (Extended Art),M,ikoria-lair-of-behemoths
0.02,Lurking Deadeye,C,ikoria-lair-of-behemoths
6.09,Lurrus of the Dream-Den,R,ikoria-lair-of-behemoths
11.11,Lurrus of the Dream-Den (Extended Art),R,ikoria-lair-of-behemoths
0.25,"Lutri, the Spellchaser",R,ikoria-lair-of-behemoths
1.0,"Lutri, the Spellchaser (Extended Art)",R,ikoria-lair-of-behemoths
0.04,Majestic Auricorn,U,ikoria-lair-of-behemoths
0.11,Majestic Auricorn (Showcase),U,ikoria-lair-of-behemoths
0.03,Maned Serval,C,ikoria-lair-of-behemoths
6.93,Mechagodzilla - Crystalline Giant (JP Alternate Art),R,ikoria-lair-of-behemoths
0.04,Memory Leak,C,ikoria-lair-of-behemoths
1.03,Migration Path,U,ikoria-lair-of-behemoths
0.06,Migratory Greathorn,C,ikoria-lair-of-behemoths
0.15,Migratory Greathorn (Showcase),C,ikoria-lair-of-behemoths
0.03,Momentum Rumbler,U,ikoria-lair-of-behemoths
0.01,Monstrous Step,U,ikoria-lair-of-behemoths
0.02,Mosscoat Goriak,C,ikoria-lair-of-behemoths
33.58,"Mothra, Supersonic Queen - Luminous Broodmoth",M,ikoria-lair-of-behemoths
0.3,Mothra's Giant Cocoon - Mysterious Egg (JP Alternate Art),C,ikoria-lair-of-behemoths
0.22,Mountain,L,ikoria-lair-of-behemoths
0.09,Mountain (270),L,ikoria-lair-of-behemoths
0.08,Mountain (271),L,ikoria-lair-of-behemoths
0.02,Mutual Destruction,C,ikoria-lair-of-behemoths
0.03,Mysterious Egg,C,ikoria-lair-of-behemoths
0.05,Mystic Subdual,U,ikoria-lair-of-behemoths
0.22,Mythos of Brokkos,R,ikoria-lair-of-behemoths
0.85,Mythos of Brokkos (Extended Art),R,ikoria-lair-of-behemoths
0.29,Mythos of Illuna,R,ikoria-lair-of-behemoths
1.19,Mythos of Illuna (Extended Art),R,ikoria-lair-of-behemoths
0.42,Mythos of Nethroi,R,ikoria-lair-of-behemoths
1.97,Mythos of Nethroi (Extended Art),R,ikoria-lair-of-behemoths
0.3,Mythos of Snapdax,R,ikoria-lair-of-behemoths
1.43,Mythos of Snapdax (Extended Art),R,ikoria-lair-of-behemoths
0.13,Mythos of Vadrok,R,ikoria-lair-of-behemoths
0.26,Mythos of Vadrok (Extended Art),R,ikoria-lair-of-behemoths
2.12,Narset of the Ancient Way,M,ikoria-lair-of-behemoths
2.5,Narset of the Ancient Way (Borderless),M,ikoria-lair-of-behemoths
0.09,Necropanther,U,ikoria-lair-of-behemoths
0.18,Necropanther (Showcase),U,ikoria-lair-of-behemoths
2.74,"Nethroi, Apex of Death",M,ikoria-lair-of-behemoths
3.37,"Nethroi, Apex of Death (Showcase)",M,ikoria-lair-of-behemoths
0.31,Neutralize,U,ikoria-lair-of-behemoths
0.03,Nightsquad Commando,C,ikoria-lair-of-behemoths
0.39,"Obosh, the Preypiercer",R,ikoria-lair-of-behemoths
2.0,"Obosh, the Preypiercer (Extended Art)",R,ikoria-lair-of-behemoths
0.09,Of One Mind,C,ikoria-lair-of-behemoths
0.11,Offspring's Revenge,R,ikoria-lair-of-behemoths
0.23,Offspring's Revenge (Extended Art),R,ikoria-lair-of-behemoths
0.45,Ominous Seas,U,ikoria-lair-of-behemoths
0.01,Pacifism,C,ikoria-lair-of-behemoths
0.27,Parcelbeast,U,ikoria-lair-of-behemoths
0.41,Parcelbeast (Showcase),U,ikoria-lair-of-behemoths
0.01,Patagia Tiger,C,ikoria-lair-of-behemoths
0.03,Perimeter Sergeant,C,ikoria-lair-of-behemoths
0.02,Phase Dolphin,C,ikoria-lair-of-behemoths
0.15,Plains,L,ikoria-lair-of-behemoths
0.07,Plains (261),L,ikoria-lair-of-behemoths
0.08,Plains (262),L,ikoria-lair-of-behemoths
0.02,Plummet,C,ikoria-lair-of-behemoths
0.2,Pollywog Symbiote,U,ikoria-lair-of-behemoths
0.04,Porcuparrot,U,ikoria-lair-of-behemoths
0.13,Porcuparrot (Showcase),U,ikoria-lair-of-behemoths
0.1,Pouncing Shoreshark,U,ikoria-lair-of-behemoths
0.29,Pouncing Shoreshark (Showcase),U,ikoria-lair-of-behemoths
0.02,Prickly Marmoset,C,ikoria-lair-of-behemoths
0.07,Primal Empathy,U,ikoria-lair-of-behemoths
0.08,Proud Wildbonder,U,ikoria-lair-of-behemoths
0.11,Punch Card Token (001 // 002),T,ikoria-lair-of-behemoths
0.91,Punch Card Token (001 // 002) - Thick Stock,T,ikoria-lair-of-behemoths
0.02,Pyroceratops,C,ikoria-lair-of-behemoths
0.77,Quartzwood Crasher,R,ikoria-lair-of-behemoths
1.88,Quartzwood Crasher (Extended Art),R,ikoria-lair-of-behemoths
0.05,Raking Claws,C,ikoria-lair-of-behemoths
0.19,Ram Through,C,ikoria-lair-of-behemoths
0.06,Raugrin Crystal,U,ikoria-lair-of-behemoths
5.87,Raugrin Triome,R,ikoria-lair-of-behemoths
9.13,Raugrin Triome (Showcase),R,ikoria-lair-of-behemoths
0.56,Reconnaissance Mission,U,ikoria-lair-of-behemoths
0.09,Regal Leosaur,U,ikoria-lair-of-behemoths
0.19,Regal Leosaur (Showcase),U,ikoria-lair-of-behemoths
0.02,Reptilian Reflection,U,ikoria-lair-of-behemoths
3.29,"Rielle, the Everwise",M,ikoria-lair-of-behemoths
5.14,"Rielle, the Everwise (Extended Art)",M,ikoria-lair-of-behemoths
10.88,"Rodan, Titan of Winged Fury - Vadrok, Apex of Thunder",M,ikoria-lair-of-behemoths
0.03,Rooting Moloch,U,ikoria-lair-of-behemoths
0.08,Rugged Highlands,L,ikoria-lair-of-behemoths
3.45,Ruinous Ultimatum,R,ikoria-lair-of-behemoths
6.98,Ruinous Ultimatum (Extended Art),R,ikoria-lair-of-behemoths
0.02,Rumbling Rockslide,C,ikoria-lair-of-behemoths
0.03,Sanctuary Lockdown,U,ikoria-lair-of-behemoths
0.03,Sanctuary Smasher,U,ikoria-lair-of-behemoths
0.12,Savai Crystal,U,ikoria-lair-of-behemoths
0.02,Savai Sabertooth,C,ikoria-lair-of-behemoths
0.03,Savai Thundermane,U,ikoria-lair-of-behemoths
5.25,Savai Triome,R,ikoria-lair-of-behemoths
6.83,Savai Triome (Showcase),R,ikoria-lair-of-behemoths
0.09,Scoured Barrens,L,ikoria-lair-of-behemoths
1.06,Sea-Dasher Octopus,R,ikoria-lair-of-behemoths
1.8,Sea-Dasher Octopus (Showcase),R,ikoria-lair-of-behemoths
0.11,Serrated Scorpion,C,ikoria-lair-of-behemoths
3.38,Shark // Human Soldier (003) Double-sided Token,T,ikoria-lair-of-behemoths
3.15,Shark // Human Soldier (005) Double-sided Token,T,ikoria-lair-of-behemoths
2.99,Shark Token,T,ikoria-lair-of-behemoths
11.12,Shark Typhoon,R,ikoria-lair-of-behemoths
16.63,Shark Typhoon (Extended Art),R,ikoria-lair-of-behemoths
0.05,Shredded Sails,C,ikoria-lair-of-behemoths
0.33,Skull Prophet,U,ikoria-lair-of-behemoths
0.45,Skycat Sovereign,R,ikoria-lair-of-behemoths
1.33,Skycat Sovereign (Extended Art),R,ikoria-lair-of-behemoths
0.01,Sleeper Dart,C,ikoria-lair-of-behemoths
0.24,Slitherwisp,R,ikoria-lair-of-behemoths
0.88,Slitherwisp (Extended Art),R,ikoria-lair-of-behemoths
1.1,"Snapdax, Apex of the Hunt",M,ikoria-lair-of-behemoths
1.32,"Snapdax, Apex of the Hunt (Showcase)",M,ikoria-lair-of-behemoths
0.03,Snare Tactician,C,ikoria-lair-of-behemoths
0.02,Solid Footing,C,ikoria-lair-of-behemoths
0.45,Song of Creation,R,ikoria-lair-of-behemoths
1.48,Song of Creation (Extended Art),R,ikoria-lair-of-behemoths
0.07,Sonorous Howlbonder,U,ikoria-lair-of-behemoths
4.3,"Spacegodzilla, Death Corona - Void Beckoner",U,ikoria-lair-of-behemoths
0.02,Spelleater Wolverine,C,ikoria-lair-of-behemoths
0.1,Splendor Mare,U,ikoria-lair-of-behemoths
0.03,Spontaneous Flight,C,ikoria-lair-of-behemoths
0.02,Springjaw Trap,C,ikoria-lair-of-behemoths
1.25,Sprite Dragon,U,ikoria-lair-of-behemoths
0.05,Startling Development,C,ikoria-lair-of-behemoths
0.08,Stormwild Capridor,U,ikoria-lair-of-behemoths
0.03,Sudden Spinnerets,C,ikoria-lair-of-behemoths
0.06,Suffocating Fumes,C,ikoria-lair-of-behemoths
0.02,Survivors' Bond,C,ikoria-lair-of-behemoths
0.05,Swallow Whole,U,ikoria-lair-of-behemoths
0.2,Swamp,L,ikoria-lair-of-behemoths
0.09,Swamp (267),L,ikoria-lair-of-behemoths
0.08,Swamp (268),L,ikoria-lair-of-behemoths
0.09,Swiftwater Cliffs,L,ikoria-lair-of-behemoths
0.01,Tentative Connection,C,ikoria-lair-of-behemoths
7.64,The Ozolith,R,ikoria-lair-of-behemoths
13.15,The Ozolith (Extended Art),R,ikoria-lair-of-behemoths
0.04,Thieving Otter,C,ikoria-lair-of-behemoths
0.09,Thornwood Falls,L,ikoria-lair-of-behemoths
0.02,Thwart the Enemy,C,ikoria-lair-of-behemoths
0.15,Titanoth Rex,U,ikoria-lair-of-behemoths
0.26,Titans' Nest,R,ikoria-lair-of-behemoths
0.44,Titans' Nest (Extended Art),R,ikoria-lair-of-behemoths
0.09,Tranquil Cove,L,ikoria-lair-of-behemoths
0.04,Trumpeting Gnarr,U,ikoria-lair-of-behemoths
0.2,Trumpeting Gnarr (Showcase),U,ikoria-lair-of-behemoths
0.25,"Umori, the Collector",R,ikoria-lair-of-behemoths
0.94,"Umori, the Collector (Extended Art)",R,ikoria-lair-of-behemoths
0.04,Unbreakable Bond,U,ikoria-lair-of-behemoths
0.06,Unexpected Fangs,C,ikoria-lair-of-behemoths
0.04,Unlikely Aid,C,ikoria-lair-of-behemoths
0.21,Unpredictable Cyclone,R,ikoria-lair-of-behemoths
0.29,Unpredictable Cyclone (Extended Art),R,ikoria-lair-of-behemoths
1.02,"Vadrok, Apex of Thunder",M,ikoria-lair-of-behemoths
1.73,"Vadrok, Apex of Thunder (Showcase)",M,ikoria-lair-of-behemoths
0.11,Valiant Rescuer,U,ikoria-lair-of-behemoths
7.58,"Vivien, Monsters' Advocate",M,ikoria-lair-of-behemoths
8.47,"Vivien, Monsters' Advocate (Borderless)",M,ikoria-lair-of-behemoths
0.05,Void Beckoner,U,ikoria-lair-of-behemoths
0.35,Voracious Greatshark,R,ikoria-lair-of-behemoths
0.94,Voracious Greatshark (Extended Art),R,ikoria-lair-of-behemoths
0.03,Vulpikeet,C,ikoria-lair-of-behemoths
0.05,Vulpikeet (Showcase),C,ikoria-lair-of-behemoths
0.05,Weaponize the Monsters,U,ikoria-lair-of-behemoths
0.57,Whirlwind of Thought,R,ikoria-lair-of-behemoths
1.76,Whirlwind of Thought (Extended Art),R,ikoria-lair-of-behemoths
0.04,Whisper Squad,C,ikoria-lair-of-behemoths
0.02,Will of the All-Hunter,U,ikoria-lair-of-behemoths
0.14,Wilt,C,ikoria-lair-of-behemoths
0.05,Wind-Scarred Crag,L,ikoria-lair-of-behemoths
0.02,Wingfold Pteron,C,ikoria-lair-of-behemoths
0.03,Wingspan Mentor,U,ikoria-lair-of-behemoths
3.08,"Winota, Joiner of Forces",M,ikoria-lair-of-behemoths
8.43,"Winota, Joiner of Forces (Extended Art)",M,ikoria-lair-of-behemoths
0.45,"Yidaro, Wandering Monster",R,ikoria-lair-of-behemoths
0.9,"Yidaro, Wandering Monster (Extended Art)",R,ikoria-lair-of-behemoths
1.6,"Yorion, Sky Nomad",R,ikoria-lair-of-behemoths
5.16,"Yorion, Sky Nomad (Extended Art)",R,ikoria-lair-of-behemoths
0.13,Zagoth Crystal,U,ikoria-lair-of-behemoths
0.05,Zagoth Mamba,U,ikoria-lair-of-behemoths
9.05,Zagoth Triome,R,ikoria-lair-of-behemoths
10.31,Zagoth Triome (Showcase),R,ikoria-lair-of-behemoths
0.15,Zenith Flare,U,ikoria-lair-of-behemoths
0.98,"Zirda, the Dawnwaker",R,ikoria-lair-of-behemoths
4.21,"Zirda, the Dawnwaker (Extended Art)",R,ikoria-lair-of-behemoths
0.08,Acolyte of Affliction,U,theros-beyond-death
0.24,Agonizing Remorse,U,theros-beyond-death
0.07,"Alirios, Enraptured",U,theros-beyond-death
0.13,Allure of the Unknown,R,theros-beyond-death
0.36,Allure of the Unknown (Extended Art),R,theros-beyond-death
0.61,Alseid of Life's Bounty,U,theros-beyond-death
0.11,Altar of the Pantheon,C,theros-beyond-death
0.35,"Anax, Hardened in the Forge",U,theros-beyond-death
0.21,"Anax, Hardened in the Forge (Showcase)",U,theros-beyond-death
0.23,"Aphemia, the Cacophony",R,theros-beyond-death
0.47,"Aphemia, the Cacophony (Extended Art)",R,theros-beyond-death
0.42,Arasta of the Endless Web,R,theros-beyond-death
2.49,Arasta of the Endless Web (Extended Art),R,theros-beyond-death
0.04,Archon of Falling Stars,U,theros-beyond-death
0.95,Archon of Sun's Grace,R,theros-beyond-death
2.13,Archon of Sun's Grace (Extended Art),R,theros-beyond-death
0.02,Arena Trickster,C,theros-beyond-death
3.8,"Ashiok, Nightmare Muse",M,theros-beyond-death
3.87,"Ashiok, Nightmare Muse (Borderless)",M,theros-beyond-death
1.42,"Ashiok, Sculptor of Fears",M,theros-beyond-death
0.22,Ashiok's Erasure,R,theros-beyond-death
0.59,Ashiok's Erasure (Extended Art),R,theros-beyond-death
0.21,Ashiok's Forerunner,R,theros-beyond-death
0.04,Aspect of Lamprey,C,theros-beyond-death
0.03,Aspect of Manticore,C,theros-beyond-death
0.24,"Atris, Oracle of Half-Truths",R,theros-beyond-death
1.08,"Atris, Oracle of Half-Truths (Extended Art)",R,theros-beyond-death
0.11,Banishing Light,U,theros-beyond-death
0.02,Blight-Breath Catoblepas,C,theros-beyond-death
0.07,Blood Aspirant,U,theros-beyond-death
0.03,Brine Giant,C,theros-beyond-death
0.04,Bronze Sword,C,theros-beyond-death
0.44,Bronzehide Lion,R,theros-beyond-death
0.79,Bronzehide Lion (Extended Art),R,theros-beyond-death
1.66,"Calix, Destiny's Hand",M,theros-beyond-death
1.72,"Calix, Destiny's Hand (Borderless)",M,theros-beyond-death
0.11,"Callaphe, Beloved of the Sea",U,theros-beyond-death
0.13,"Callaphe, Beloved of the Sea (Showcase)",U,theros-beyond-death
0.03,Captivating Unicorn,C,theros-beyond-death
0.04,Careless Celebrant,U,theros-beyond-death
0.03,Chain to Memory,C,theros-beyond-death
0.1,Chainweb Aracnir,U,theros-beyond-death
0.7,Cling to Dust,U,theros-beyond-death
0.03,Commanding Presence,U,theros-beyond-death
0.16,"Dalakos, Crafter of Wonders",R,theros-beyond-death
0.64,"Dalakos, Crafter of Wonders (Extended Art)",R,theros-beyond-death
0.02,Dawn Evangel,U,theros-beyond-death
0.29,"Daxos, Blessed by the Sun",U,theros-beyond-death
0.18,"Daxos, Blessed by the Sun (Showcase)",U,theros-beyond-death
0.01,Daybreak Chimera,C,theros-beyond-death
0.98,Deathbellow War Cry,R,theros-beyond-death
0.27,Demon of Loathing,R,theros-beyond-death
0.03,Deny the Divine,C,theros-beyond-death
1.06,Destiny Spinner,U,theros-beyond-death
0.05,Devourer of Memory,U,theros-beyond-death
0.02,Discordant Piper,C,theros-beyond-death
0.2,Drag to the Underworld,U,theros-beyond-death
0.03,Dreadful Apathy,C,theros-beyond-death
0.62,Dream Trawler,R,theros-beyond-death
2.16,Dream Trawler (Extended Art),R,theros-beyond-death
0.09,Dreamshaper Shaman,U,theros-beyond-death
0.04,Dreamstalker Manticore,U,theros-beyond-death
13.38,Dryad of the Ilysian Grove,R,theros-beyond-death
18.22,Dryad of the Ilysian Grove (Extended Art),R,theros-beyond-death
0.23,Eat to Extinction,R,theros-beyond-death
0.97,Eat to Extinction (Extended Art),R,theros-beyond-death
0.19,Eidolon of Inspiration,U,theros-beyond-death
0.2,Eidolon of Obstruction,R,theros-beyond-death
0.57,Eidolon of Obstruction (Extended Art),R,theros-beyond-death
0.04,Eidolon of Philosophy,C,theros-beyond-death
0.18,Elemental // Satyr Double-sided Token,T,theros-beyond-death
0.1,Elemental Token,T,theros-beyond-death
0.03,Elite Instructor,C,theros-beyond-death
1.56,Elspeth Conquers Death,R,theros-beyond-death
1.36,"Elspeth, Sun's Nemesis",M,theros-beyond-death
1.62,"Elspeth, Sun's Nemesis (Borderless)",M,theros-beyond-death
0.77,"Elspeth, Undaunted Hero",M,theros-beyond-death
0.13,Elspeth's Devotee,R,theros-beyond-death
0.1,Elspeth's Nightmare,U,theros-beyond-death
0.03,Enemy of Enlightenment,U,theros-beyond-death
0.17,Enigmatic Incarnation,R,theros-beyond-death
0.67,Enigmatic Incarnation (Extended Art),R,theros-beyond-death
0.02,Entrancing Lyre,U,theros-beyond-death
1.77,"Erebos, Bleak-Hearted",M,theros-beyond-death
2.44,"Erebos, Bleak-Hearted (Showcase)",M,theros-beyond-death
0.47,Erebos's Intervention,R,theros-beyond-death
1.45,Erebos's Intervention (Extended Art),R,theros-beyond-death
0.02,Escape Velocity,U,theros-beyond-death
0.08,Eutropia the Twice-Favored,U,theros-beyond-death
0.02,Fateful End,U,theros-beyond-death
0.02,Favored of Iroas,U,theros-beyond-death
0.43,Field of Ruin,U,theros-beyond-death
0.03,Final Death,C,theros-beyond-death
0.02,Final Flare,C,theros-beyond-death
0.11,Flicker of Fate,C,theros-beyond-death
0.02,Flummoxed Cyclops,C,theros-beyond-death
0.96,Forest,L,theros-beyond-death
0.11,Forest (286),L,theros-beyond-death
0.14,Forest (287),L,theros-beyond-death
0.02,Fruit of Tizerus,C,theros-beyond-death
0.02,Funeral Rites,C,theros-beyond-death
0.04,Furious Rise,U,theros-beyond-death
0.27,Gallia of the Endless Dance,R,theros-beyond-death
1.03,Gallia of the Endless Dance (Extended Art),R,theros-beyond-death
0.02,Gift of Strength,C,theros-beyond-death
0.05,Glimpse of Freedom,U,theros-beyond-death
0.01,Glory Bearers,C,theros-beyond-death
0.21,Goat // Human Soldier Double-sided Token,T,theros-beyond-death
0.14,Goat // Satyr Double-sided Token,T,theros-beyond-death
0.08,Goat Token,T,theros-beyond-death
0.12,Gold Token,T,theros-beyond-death
0.48,Grasping Giant,R,theros-beyond-death
0.44,Gravebreaker Lamia,R,theros-beyond-death
2.18,Gravebreaker Lamia (Extended Art),R,theros-beyond-death
0.31,Gray Merchant of Asphodel,U,theros-beyond-death
0.01,Grim Physician,C,theros-beyond-death
0.24,Haktos the Unscarred,R,theros-beyond-death
0.68,Haktos the Unscarred (Extended Art),R,theros-beyond-death
0.13,Hateful Eidolon,U,theros-beyond-death
16.05,"Heliod, Sun-Crowned",M,theros-beyond-death
14.84,"Heliod, Sun-Crowned (Showcase)",M,theros-beyond-death
1.91,Heliod's Intervention,R,theros-beyond-death
4.43,Heliod's Intervention (Extended Art),R,theros-beyond-death
0.1,Heliod's Pilgrim,C,theros-beyond-death
0.08,Heliod's Punishment,U,theros-beyond-death
0.01,Hero of the Games,C,theros-beyond-death
0.04,Hero of the Nyxborn,U,theros-beyond-death
0.03,Hero of the Pride,C,theros-beyond-death
0.01,Hero of the Winds,U,theros-beyond-death
0.03,Heroes of the Revel,U,theros-beyond-death
0.15,Human Soldier // Elemental Double-sided Token,T,theros-beyond-death
0.31,Human Soldier // Gold Double-sided Token,T,theros-beyond-death
0.2,Human Soldier // Kraken Double-sided Token,T,theros-beyond-death
0.37,Human Soldier // Nightmare Double-sided Token,T,theros-beyond-death
0.26,Human Soldier // Pegasus Double-sided Token,T,theros-beyond-death
0.11,Human Soldier // Reflection Double-sided Token,T,theros-beyond-death
0.18,Human Soldier // Spider Double-sided Token,T,theros-beyond-death
0.45,Human Soldier // Tentacle Double-sided Token,T,theros-beyond-death
0.21,Human Soldier // Wall Double-sided Token,T,theros-beyond-death
0.19,Human Soldier // Wolf Double-sided Token,T,theros-beyond-death
0.23,Human Soldier // Zombie Double-sided Token,T,theros-beyond-death
0.07,Human Soldier Token,T,theros-beyond-death
1.01,Hydra's Growth,U,theros-beyond-death
0.03,Hyrax Tower Scout,C,theros-beyond-death
0.02,Ichthyomorphosis,C,theros-beyond-death
4.18,Idyllic Tutor,R,theros-beyond-death
6.01,Idyllic Tutor (Extended Art),R,theros-beyond-death
0.21,Ilysian Caryatid,C,theros-beyond-death
0.03,Impending Doom,U,theros-beyond-death
0.02,Incendiary Oracle,C,theros-beyond-death
0.02,Indomitable Will,C,theros-beyond-death
0.05,Inevitable End,U,theros-beyond-death
0.02,Infuriate,C,theros-beyond-death
0.03,Inspire Awe,C,theros-beyond-death
0.02,Iroas's Blessing,C,theros-beyond-death
2.55,Ironscale Hydra,R,theros-beyond-death
